character,character_picture,build_type,description_build,relic_set,picture_relic,planar_set,picture_planar,lightcone,picture_lightcone,team_recommendation,picture_team_recommendation,comment,element,picture_element,path,picture_path,rarity,,Picture Link  Element ,ele,,,,Picture link Character,
Aglaea,https://static.wikia.nocookie.net/houkai-star-rail/images/8/81/Character_Aglaea_Splash_Art.png/revision/latest/scale-to-width-down/1000?cb=20250117063425,AoE DoT,"Bocy CR or CD, Boots Speed, Ring L dmg, Rope Energy or Atk",Hero of Triumphant Song (4pc),https://static.wikia.nocookie.net/houkai-star-rail/images/b/b4/Item_Hero_of_Triumphant_Song.png/revision/latest?cb=20250115231931,The Wondrous BananAmusement Park,https://static.wikia.nocookie.net/houkai-star-rail/images/b/b1/Item_The_Wondrous_BananAmusement_Park.png/revision/latest?cb=20240911204116,Time Woven Into Gold,https://static.wikia.nocookie.net/houkai-star-rail/images/1/15/Light_Cone_Time_Woven_Into_Gold.png/revision/latest?cb=20250123125415,,,aaaa,Lightning,https://static.wikia.nocookie.net/houkai-star-rail/images/1/15/Type_Lightning.png/revision/latest?cb=20220610120726,Remembrance,https://static.wikia.nocookie.net/houkai-star-rail/images/2/2f/Path_Remembrance.png/revision/latest?cb=20240417235320,5,,,,,,,,
Aglaea,https://static.wikia.nocookie.net/houkai-star-rail/images/8/81/Character_Aglaea_Splash_Art.png/revision/latest/scale-to-width-down/1000?cb=20250117063425,AoE DoT,"Bocy CR or CD, Boots Speed, Ring L dmg, Rope Energy or Atk",Hero of Triumphant Song (4pc),https://static.wikia.nocookie.net/houkai-star-rail/images/b/b4/Item_Hero_of_Triumphant_Song.png/revision/latest?cb=20250115231931,The Wondrous BananAmusement Park,https://static.wikia.nocookie.net/houkai-star-rail/images/b/b1/Item_The_Wondrous_BananAmusement_Park.png/revision/latest?cb=20240911204116,Time Woven Into Gold,https://static.wikia.nocookie.net/houkai-star-rail/images/1/15/Light_Cone_Time_Woven_Into_Gold.png/revision/latest?cb=20250123125415,,,aaaa,Lightning,https://static.wikia.nocookie.net/houkai-star-rail/images/1/15/Type_Lightning.png/revision/latest?cb=20220610120726,Remembrance,https://static.wikia.nocookie.net/houkai-star-rail/images/2/2f/Path_Remembrance.png/revision/latest?cb=20240417235320,5,,,,,,Firefly,https://static.wikia.nocookie.net/houkai-star-rail/images/3/38/Character_Firefly_Splash_Art.png/revision/latest/scale-to-width-down/1000?cb=20241007220547,
Anaxa,https://static.wikia.nocookie.net/houkai-star-rail/images/7/73/Character_Anaxa_Splash_Art.png/revision/latest/scale-to-width-down/1000?cb=20250409035048,"Sub-DPS, Debuffer","Benefits from a build that focuses on maximizing his damage output, especially against enemies with multiple weaknesses. Prioritizes Crit Rate, Crit DMG, ATK, and SPD",Scholar Lost in Erudition (4pc),https://static.wikia.nocookie.net/houkai-star-rail/images/f/fc/Item_Scholar_Lost_in_Erudition.png/revision/latest?cb=20241104210439,Izumo Gensei and Takama Divine Realm,https://static.wikia.nocookie.net/houkai-star-rail/images/5/5a/Item_Izumo_Gensei_and_Takama_Divine_Realm.png/revision/latest?cb=20250315152543,Life Should Be Cast to Flames,https://static.wikia.nocookie.net/houkai-star-rail/images/a/a1/Light_Cone_Life_Should_Be_Cast_to_Flames.png/revision/latest?cb=20250409035428,,,aaaa,Wind,https://static.wikia.nocookie.net/houkai-star-rail/images/e/ec/Type_Wind.png/revision/latest?cb=20220610121015,Erudition,https://static.wikia.nocookie.net/houkai-star-rail/images/5/53/Path_Erudition.png/revision/latest?cb=20240417235548,5,,,,,,,,
Anaxa,https://static.wikia.nocookie.net/houkai-star-rail/images/7/73/Character_Anaxa_Splash_Art.png/revision/latest/scale-to-width-down/1000?cb=20250409035048,"Sub-DPS, Debuffer","benefits from a build that focuses on maximizing his damage output, especially against enemies with multiple weaknesses. Prioritizes Crit Rate, Crit DMG, ATK, and SPD",Scholar Lost in Erudition (4pc),https://static.wikia.nocookie.net/houkai-star-rail/images/f/fc/Item_Scholar_Lost_in_Erudition.png/revision/latest?cb=20241104210439,Izumo Gensei and Takama Divine Realm,https://static.wikia.nocookie.net/houkai-star-rail/images/5/5a/Item_Izumo_Gensei_and_Takama_Divine_Realm.png/revision/latest?cb=20250315152543,Life Should Be Cast to Flames,https://static.wikia.nocookie.net/houkai-star-rail/images/a/a1/Light_Cone_Life_Should_Be_Cast_to_Flames.png/revision/latest?cb=20250409035428,,,aaaa,Wind,https://static.wikia.nocookie.net/houkai-star-rail/images/e/ec/Type_Wind.png/revision/latest?cb=20220610121015,Erudition,https://static.wikia.nocookie.net/houkai-star-rail/images/5/53/Path_Erudition.png/revision/latest?cb=20240417235548,5,,,,,,Fu Xuan,https://static.wikia.nocookie.net/houkai-star-rail/images/3/3e/Character_Fu_Xuan_Splash_Art.png/revision/latest/scale-to-width-down/1000?cb=20230928224921,
Anaxa,https://static.wikia.nocookie.net/houkai-star-rail/images/7/73/Character_Anaxa_Splash_Art.png/revision/latest/scale-to-width-down/1000?cb=20250409035048,"Sub-DPS, Debuffer","benefits from a build that focuses on maximizing his damage output, especially against enemies with multiple weaknesses. Prioritizes Crit Rate, Crit DMG, ATK, and SPD",Scholar Lost in Erudition (4pc),https://static.wikia.nocookie.net/houkai-star-rail/images/f/fc/Item_Scholar_Lost_in_Erudition.png/revision/latest?cb=20241104210439,Izumo Gensei and Takama Divine Realm,https://static.wikia.nocookie.net/houkai-star-rail/images/5/5a/Item_Izumo_Gensei_and_Takama_Divine_Realm.png/revision/latest?cb=20250315152543,Life Should Be Cast to Flames,https://static.wikia.nocookie.net/houkai-star-rail/images/a/a1/Light_Cone_Life_Should_Be_Cast_to_Flames.png/revision/latest?cb=20250409035428,,,aaaa,Wind,https://static.wikia.nocookie.net/houkai-star-rail/images/e/ec/Type_Wind.png/revision/latest?cb=20220610121015,Erudition,https://static.wikia.nocookie.net/houkai-star-rail/images/5/53/Path_Erudition.png/revision/latest?cb=20240417235548,5,,,,,,,,
Anaxa,https://static.wikia.nocookie.net/houkai-star-rail/images/7/73/Character_Anaxa_Splash_Art.png/revision/latest/scale-to-width-down/1000?cb=20250409035048,"Sub-DPS, Debuffer","benefits from a build that focuses on maximizing his damage output, especially against enemies with multiple weaknesses. Prioritizes Crit Rate, Crit DMG, ATK, and SPD",Scholar Lost in Erudition (4pc),https://static.wikia.nocookie.net/houkai-star-rail/images/f/fc/Item_Scholar_Lost_in_Erudition.png/revision/latest?cb=20241104210439,Izumo Gensei and Takama Divine Realm,https://static.wikia.nocookie.net/houkai-star-rail/images/5/5a/Item_Izumo_Gensei_and_Takama_Divine_Realm.png/revision/latest?cb=20250315152543,Life Should Be Cast to Flames,https://static.wikia.nocookie.net/houkai-star-rail/images/a/a1/Light_Cone_Life_Should_Be_Cast_to_Flames.png/revision/latest?cb=20250409035428,,,aaaa,Wind,https://static.wikia.nocookie.net/houkai-star-rail/images/e/ec/Type_Wind.png/revision/latest?cb=20220610121015,Erudition,https://static.wikia.nocookie.net/houkai-star-rail/images/5/53/Path_Erudition.png/revision/latest?cb=20240417235548,5,,,,,,Fugue,https://static.wikia.nocookie.net/houkai-star-rail/images/4/4c/Character_Fugue_Splash_Art.png/revision/latest/scale-to-width-down/1000?cb=20241122125941,
Anaxa,https://static.wikia.nocookie.net/houkai-star-rail/images/7/73/Character_Anaxa_Splash_Art.png/revision/latest/scale-to-width-down/1000?cb=20250409035048,"Sub-DPS, Debuffer","benefits from a build that focuses on maximizing his damage output, especially against enemies with multiple weaknesses. Prioritizes Crit Rate, Crit DMG, ATK, and SPD",Scholar Lost in Erudition (4pc),https://static.wikia.nocookie.net/houkai-star-rail/images/f/fc/Item_Scholar_Lost_in_Erudition.png/revision/latest?cb=20241104210439,Izumo Gensei and Takama Divine Realm,https://static.wikia.nocookie.net/houkai-star-rail/images/5/5a/Item_Izumo_Gensei_and_Takama_Divine_Realm.png/revision/latest?cb=20250315152543,Life Should Be Cast to Flames,https://static.wikia.nocookie.net/houkai-star-rail/images/a/a1/Light_Cone_Life_Should_Be_Cast_to_Flames.png/revision/latest?cb=20250409035428,,,aaaa,Wind,https://static.wikia.nocookie.net/houkai-star-rail/images/e/ec/Type_Wind.png/revision/latest?cb=20220610121015,Erudition,https://static.wikia.nocookie.net/houkai-star-rail/images/5/53/Path_Erudition.png/revision/latest?cb=20240417235548,5,,,,,,,,
Anaxa,https://static.wikia.nocookie.net/houkai-star-rail/images/7/73/Character_Anaxa_Splash_Art.png/revision/latest/scale-to-width-down/1000?cb=20250409035048,"Sub-DPS, Debuffer","benefits from a build that focuses on maximizing his damage output, especially against enemies with multiple weaknesses. Prioritizes Crit Rate, Crit DMG, ATK, and SPD",Scholar Lost in Erudition (4pc),https://static.wikia.nocookie.net/houkai-star-rail/images/f/fc/Item_Scholar_Lost_in_Erudition.png/revision/latest?cb=20241104210439,Izumo Gensei and Takama Divine Realm,https://static.wikia.nocookie.net/houkai-star-rail/images/5/5a/Item_Izumo_Gensei_and_Takama_Divine_Realm.png/revision/latest?cb=20250315152543,Life Should Be Cast to Flames,https://static.wikia.nocookie.net/houkai-star-rail/images/a/a1/Light_Cone_Life_Should_Be_Cast_to_Flames.png/revision/latest?cb=20250409035428,,,aaaa,Wind,https://static.wikia.nocookie.net/houkai-star-rail/images/e/ec/Type_Wind.png/revision/latest?cb=20220610121015,Erudition,https://static.wikia.nocookie.net/houkai-star-rail/images/5/53/Path_Erudition.png/revision/latest?cb=20240417235548,5,,,,,,Gallagher,https://static.wikia.nocookie.net/houkai-star-rail/images/2/2d/Character_Gallagher_Splash_Art.png/revision/latest/scale-to-width-down/1000?cb=20240327022011,
Anaxa,https://static.wikia.nocookie.net/houkai-star-rail/images/7/73/Character_Anaxa_Splash_Art.png/revision/latest/scale-to-width-down/1000?cb=20250409035048,"Sub-DPS, Debuffer","benefits from a build that focuses on maximizing his damage output, especially against enemies with multiple weaknesses. Prioritizes Crit Rate, Crit DMG, ATK, and SPD",Scholar Lost in Erudition (4pc),https://static.wikia.nocookie.net/houkai-star-rail/images/f/fc/Item_Scholar_Lost_in_Erudition.png/revision/latest?cb=20241104210439,Izumo Gensei and Takama Divine Realm,https://static.wikia.nocookie.net/houkai-star-rail/images/5/5a/Item_Izumo_Gensei_and_Takama_Divine_Realm.png/revision/latest?cb=20250315152543,Life Should Be Cast to Flames,https://static.wikia.nocookie.net/houkai-star-rail/images/a/a1/Light_Cone_Life_Should_Be_Cast_to_Flames.png/revision/latest?cb=20250409035428,,,aaaa,Wind,https://static.wikia.nocookie.net/houkai-star-rail/images/e/ec/Type_Wind.png/revision/latest?cb=20220610121015,Erudition,https://static.wikia.nocookie.net/houkai-star-rail/images/5/53/Path_Erudition.png/revision/latest?cb=20240417235548,5,,,,,,,,
Anaxa,https://static.wikia.nocookie.net/houkai-star-rail/images/7/73/Character_Anaxa_Splash_Art.png/revision/latest/scale-to-width-down/1000?cb=20250409035048,"Sub-DPS, Debuffer","benefits from a build that focuses on maximizing his damage output, especially against enemies with multiple weaknesses. Prioritizes Crit Rate, Crit DMG, ATK, and SPD",Scholar Lost in Erudition (4pc),https://static.wikia.nocookie.net/houkai-star-rail/images/f/fc/Item_Scholar_Lost_in_Erudition.png/revision/latest?cb=20241104210439,Izumo Gensei and Takama Divine Realm,https://static.wikia.nocookie.net/houkai-star-rail/images/5/5a/Item_Izumo_Gensei_and_Takama_Divine_Realm.png/revision/latest?cb=20250315152543,Life Should Be Cast to Flames,https://static.wikia.nocookie.net/houkai-star-rail/images/a/a1/Light_Cone_Life_Should_Be_Cast_to_Flames.png/revision/latest?cb=20250409035428,,,aaaa,Wind,https://static.wikia.nocookie.net/houkai-star-rail/images/e/ec/Type_Wind.png/revision/latest?cb=20220610121015,Erudition,https://static.wikia.nocookie.net/houkai-star-rail/images/5/53/Path_Erudition.png/revision/latest?cb=20240417235548,5,,,,,,Gepard,https://static.wikia.nocookie.net/houkai-star-rail/images/9/96/Character_Gepard_Splash_Art.png/revision/latest/scale-to-width-down/1000?cb=20230216232354,
Anaxa,https://static.wikia.nocookie.net/houkai-star-rail/images/7/73/Character_Anaxa_Splash_Art.png/revision/latest/scale-to-width-down/1000?cb=20250409035048,"Sub-DPS, Debuffer","benefits from a build that focuses on maximizing his damage output, especially against enemies with multiple weaknesses. Prioritizes Crit Rate, Crit DMG, ATK, and SPD",Scholar Lost in Erudition (4pc),https://static.wikia.nocookie.net/houkai-star-rail/images/f/fc/Item_Scholar_Lost_in_Erudition.png/revision/latest?cb=20241104210439,Izumo Gensei and Takama Divine Realm,https://static.wikia.nocookie.net/houkai-star-rail/images/5/5a/Item_Izumo_Gensei_and_Takama_Divine_Realm.png/revision/latest?cb=20250315152543,Life Should Be Cast to Flames,https://static.wikia.nocookie.net/houkai-star-rail/images/a/a1/Light_Cone_Life_Should_Be_Cast_to_Flames.png/revision/latest?cb=20250409035428,,,aaaa,Wind,https://static.wikia.nocookie.net/houkai-star-rail/images/e/ec/Type_Wind.png/revision/latest?cb=20220610121015,Erudition,https://static.wikia.nocookie.net/houkai-star-rail/images/5/53/Path_Erudition.png/revision/latest?cb=20240417235548,5,,,,,,,,
Anaxa,https://static.wikia.nocookie.net/houkai-star-rail/images/7/73/Character_Anaxa_Splash_Art.png/revision/latest/scale-to-width-down/1000?cb=20250409035048,"Sub-DPS, Debuffer","benefits from a build that focuses on maximizing his damage output, especially against enemies with multiple weaknesses. Prioritizes Crit Rate, Crit DMG, ATK, and SPD",Scholar Lost in Erudition (4pc),https://static.wikia.nocookie.net/houkai-star-rail/images/f/fc/Item_Scholar_Lost_in_Erudition.png/revision/latest?cb=20241104210439,Izumo Gensei and Takama Divine Realm,https://static.wikia.nocookie.net/houkai-star-rail/images/5/5a/Item_Izumo_Gensei_and_Takama_Divine_Realm.png/revision/latest?cb=20250315152543,Life Should Be Cast to Flames,https://static.wikia.nocookie.net/houkai-star-rail/images/a/a1/Light_Cone_Life_Should_Be_Cast_to_Flames.png/revision/latest?cb=20250409035428,,,aaaa,Wind,https://static.wikia.nocookie.net/houkai-star-rail/images/e/ec/Type_Wind.png/revision/latest?cb=20220610121015,Erudition,https://static.wikia.nocookie.net/houkai-star-rail/images/5/53/Path_Erudition.png/revision/latest?cb=20240417235548,5,,,,,,Guinaifen,https://static.wikia.nocookie.net/houkai-star-rail/images/3/33/Character_Guinaifen_Splash_Art.png/revision/latest/scale-to-width-down/1000?cb=20231030040741,
Argenti,https://static.wikia.nocookie.net/houkai-star-rail/images/9/90/Character_Argenti_Splash_Art.png/revision/latest/scale-to-width-down/1000?cb=20231206232011,Sustain-DPS,"Body CR or CD, Boots Speed, Reing P dmg, Rope Atk or Energy",Champion of Streetwise Boxing (4pc),https://static.wikia.nocookie.net/houkai-star-rail/images/b/b9/Item_Champion_of_Streetwise_Boxing.png/revision/latest?cb=20230810042737,Inert Salsotto,https://static.wikia.nocookie.net/houkai-star-rail/images/f/f5/Item_Inert_Salsotto.png/revision/latest?cb=20230810043523,An Instant Before A Gaze,https://static.wikia.nocookie.net/houkai-star-rail/images/2/24/Light_Cone_An_Instant_Before_A_Gaze.png/revision/latest?cb=20231206040430,,,"You can pick up Argenti, Jade, or Rappa so you have more variety to cover weaknesses for PF. Since weakness and buffs change very often its hard to really make a particular team.",Physical,https://static.wikia.nocookie.net/houkai-star-rail/images/6/69/Type_Physical.png/revision/latest?cb=20220610120901,Erudition,https://static.wikia.nocookie.net/houkai-star-rail/images/5/53/Path_Erudition.png/revision/latest?cb=20240417235548,5,,,,,,,,
Argenti,https://static.wikia.nocookie.net/houkai-star-rail/images/9/90/Character_Argenti_Splash_Art.png/revision/latest/scale-to-width-down/1000?cb=20231206232011,Sustain-DPS,"Body CR or CD, Boots Speed, Reing P dmg, Rope Atk or Energy",Champion of Streetwise Boxing (4pc),https://static.wikia.nocookie.net/houkai-star-rail/images/b/b9/Item_Champion_of_Streetwise_Boxing.png/revision/latest?cb=20230810042737,Inert Salsotto,https://static.wikia.nocookie.net/houkai-star-rail/images/f/f5/Item_Inert_Salsotto.png/revision/latest?cb=20230810043523,An Instant Before A Gaze,https://static.wikia.nocookie.net/houkai-star-rail/images/2/24/Light_Cone_An_Instant_Before_A_Gaze.png/revision/latest?cb=20231206040430,,,"Robin is an incredibly universal support and cuts cycles down by a lot for endgame, not just used in only FuA teams. Shes amazing with Acheron, DH, Argenti, DoT, and obviously as you said FuA. ",Physical,https://static.wikia.nocookie.net/houkai-star-rail/images/6/69/Type_Physical.png/revision/latest?cb=20220610120901,Erudition,https://static.wikia.nocookie.net/houkai-star-rail/images/5/53/Path_Erudition.png/revision/latest?cb=20240417235548,5,,,,,,Hanya,https://static.wikia.nocookie.net/houkai-star-rail/images/e/e8/Character_Hanya_Splash_Art.png/revision/latest/scale-to-width-down/1000?cb=20231206232120,
Argenti,https://static.wikia.nocookie.net/houkai-star-rail/images/9/90/Character_Argenti_Splash_Art.png/revision/latest/scale-to-width-down/1000?cb=20231206232011,Sustain-DPS,"Body CR or CD, Boots Speed, Reing P dmg, Rope Atk or Energy",Champion of Streetwise Boxing (4pc),https://static.wikia.nocookie.net/houkai-star-rail/images/b/b9/Item_Champion_of_Streetwise_Boxing.png/revision/latest?cb=20230810042737,Inert Salsotto,https://static.wikia.nocookie.net/houkai-star-rail/images/f/f5/Item_Inert_Salsotto.png/revision/latest?cb=20230810043523,An Instant Before A Gaze,https://static.wikia.nocookie.net/houkai-star-rail/images/2/24/Light_Cone_An_Instant_Before_A_Gaze.png/revision/latest?cb=20231206040430,,,aaaa,Physical,https://static.wikia.nocookie.net/houkai-star-rail/images/6/69/Type_Physical.png/revision/latest?cb=20220610120901,Erudition,https://static.wikia.nocookie.net/houkai-star-rail/images/5/53/Path_Erudition.png/revision/latest?cb=20240417235548,5,,,,,,,,
Argenti,https://static.wikia.nocookie.net/houkai-star-rail/images/9/90/Character_Argenti_Splash_Art.png/revision/latest/scale-to-width-down/1000?cb=20231206232011,Sustain-DPS,"Body CR or CD, Boots Speed, Reing P dmg, Rope Atk or Energy",Champion of Streetwise Boxing (4pc),https://static.wikia.nocookie.net/houkai-star-rail/images/b/b9/Item_Champion_of_Streetwise_Boxing.png/revision/latest?cb=20230810042737,Inert Salsotto,https://static.wikia.nocookie.net/houkai-star-rail/images/f/f5/Item_Inert_Salsotto.png/revision/latest?cb=20230810043523,An Instant Before A Gaze,https://static.wikia.nocookie.net/houkai-star-rail/images/2/24/Light_Cone_An_Instant_Before_A_Gaze.png/revision/latest?cb=20231206040430,,,aaaa,Physical,https://static.wikia.nocookie.net/houkai-star-rail/images/6/69/Type_Physical.png/revision/latest?cb=20220610120901,Erudition,https://static.wikia.nocookie.net/houkai-star-rail/images/5/53/Path_Erudition.png/revision/latest?cb=20240417235548,5,,,,,,Herta,https://static.wikia.nocookie.net/houkai-star-rail/images/8/8c/Character_Herta_Splash_Art.png/revision/latest/scale-to-width-down/1000?cb=20230216231220,
Argenti,https://static.wikia.nocookie.net/houkai-star-rail/images/9/90/Character_Argenti_Splash_Art.png/revision/latest/scale-to-width-down/1000?cb=20231206232011,Sustain-DPS,"Body CR or CD, Boots Speed, Reing P dmg, Rope Atk or Energy",Champion of Streetwise Boxing (4pc),https://static.wikia.nocookie.net/houkai-star-rail/images/b/b9/Item_Champion_of_Streetwise_Boxing.png/revision/latest?cb=20230810042737,Inert Salsotto,https://static.wikia.nocookie.net/houkai-star-rail/images/f/f5/Item_Inert_Salsotto.png/revision/latest?cb=20230810043523,An Instant Before A Gaze,https://static.wikia.nocookie.net/houkai-star-rail/images/2/24/Light_Cone_An_Instant_Before_A_Gaze.png/revision/latest?cb=20231206040430,,,aaaa,Physical,https://static.wikia.nocookie.net/houkai-star-rail/images/6/69/Type_Physical.png/revision/latest?cb=20220610120901,Erudition,https://static.wikia.nocookie.net/houkai-star-rail/images/5/53/Path_Erudition.png/revision/latest?cb=20240417235548,5,,,,,,,,
Argenti,https://static.wikia.nocookie.net/houkai-star-rail/images/9/90/Character_Argenti_Splash_Art.png/revision/latest/scale-to-width-down/1000?cb=20231206232011,Sustain-DPS,"Body CR or CD, Boots Speed, Reing P dmg, Rope Atk or Energy",Champion of Streetwise Boxing (4pc),https://static.wikia.nocookie.net/houkai-star-rail/images/b/b9/Item_Champion_of_Streetwise_Boxing.png/revision/latest?cb=20230810042737,Inert Salsotto,https://static.wikia.nocookie.net/houkai-star-rail/images/f/f5/Item_Inert_Salsotto.png/revision/latest?cb=20230810043523,An Instant Before A Gaze,https://static.wikia.nocookie.net/houkai-star-rail/images/2/24/Light_Cone_An_Instant_Before_A_Gaze.png/revision/latest?cb=20231206040430,,,aaaa,Physical,https://static.wikia.nocookie.net/houkai-star-rail/images/6/69/Type_Physical.png/revision/latest?cb=20220610120901,Erudition,https://static.wikia.nocookie.net/houkai-star-rail/images/5/53/Path_Erudition.png/revision/latest?cb=20240417235548,5,,,,,,Himeko,https://static.wikia.nocookie.net/houkai-star-rail/images/8/8e/Character_Himeko_Splash_Art.png/revision/latest/scale-to-width-down/1000?cb=20230525090036,
Argenti,https://static.wikia.nocookie.net/houkai-star-rail/images/9/90/Character_Argenti_Splash_Art.png/revision/latest/scale-to-width-down/1000?cb=20231206232011,Sustain-DPS,"Body CR or CD, Boots Speed, Reing P dmg, Rope Atk or Energy",Champion of Streetwise Boxing (4pc),https://static.wikia.nocookie.net/houkai-star-rail/images/b/b9/Item_Champion_of_Streetwise_Boxing.png/revision/latest?cb=20230810042737,Inert Salsotto,https://static.wikia.nocookie.net/houkai-star-rail/images/f/f5/Item_Inert_Salsotto.png/revision/latest?cb=20230810043523,An Instant Before A Gaze,https://static.wikia.nocookie.net/houkai-star-rail/images/2/24/Light_Cone_An_Instant_Before_A_Gaze.png/revision/latest?cb=20231206040430,,,aaaa,Physical,https://static.wikia.nocookie.net/houkai-star-rail/images/6/69/Type_Physical.png/revision/latest?cb=20220610120901,Erudition,https://static.wikia.nocookie.net/houkai-star-rail/images/5/53/Path_Erudition.png/revision/latest?cb=20240417235548,5,,,,,,,,
Argenti,https://static.wikia.nocookie.net/houkai-star-rail/images/9/90/Character_Argenti_Splash_Art.png/revision/latest/scale-to-width-down/1000?cb=20231206232011,Sustain-DPS,"Body CR or CD, Boots Speed, Reing P dmg, Rope Atk or Energy",Champion of Streetwise Boxing (4pc),https://static.wikia.nocookie.net/houkai-star-rail/images/b/b9/Item_Champion_of_Streetwise_Boxing.png/revision/latest?cb=20230810042737,Inert Salsotto,https://static.wikia.nocookie.net/houkai-star-rail/images/f/f5/Item_Inert_Salsotto.png/revision/latest?cb=20230810043523,An Instant Before A Gaze,https://static.wikia.nocookie.net/houkai-star-rail/images/2/24/Light_Cone_An_Instant_Before_A_Gaze.png/revision/latest?cb=20231206040430,,,aaaa,Physical,https://static.wikia.nocookie.net/houkai-star-rail/images/6/69/Type_Physical.png/revision/latest?cb=20220610120901,Erudition,https://static.wikia.nocookie.net/houkai-star-rail/images/5/53/Path_Erudition.png/revision/latest?cb=20240417235548,5,,,,,,Hook,https://static.wikia.nocookie.net/houkai-star-rail/images/e/ec/Character_Hook_Splash_Art.png/revision/latest/scale-to-width-down/1000?cb=20230525090126,
Argenti,https://static.wikia.nocookie.net/houkai-star-rail/images/9/90/Character_Argenti_Splash_Art.png/revision/latest/scale-to-width-down/1000?cb=20231206232011,Sustain-DPS,"Body CR or CD, Boots Speed, Reing P dmg, Rope Atk or Energy",Champion of Streetwise Boxing (4pc),https://static.wikia.nocookie.net/houkai-star-rail/images/b/b9/Item_Champion_of_Streetwise_Boxing.png/revision/latest?cb=20230810042737,Inert Salsotto,https://static.wikia.nocookie.net/houkai-star-rail/images/f/f5/Item_Inert_Salsotto.png/revision/latest?cb=20230810043523,An Instant Before A Gaze,https://static.wikia.nocookie.net/houkai-star-rail/images/2/24/Light_Cone_An_Instant_Before_A_Gaze.png/revision/latest?cb=20231206040430,,,aaaa,Physical,https://static.wikia.nocookie.net/houkai-star-rail/images/6/69/Type_Physical.png/revision/latest?cb=20220610120901,Erudition,https://static.wikia.nocookie.net/houkai-star-rail/images/5/53/Path_Erudition.png/revision/latest?cb=20240417235548,5,,,,,,,,
Argenti,https://static.wikia.nocookie.net/houkai-star-rail/images/9/90/Character_Argenti_Splash_Art.png/revision/latest/scale-to-width-down/1000?cb=20231206232011,Sustain-DPS,"Body CR or CD, Boots Speed, Reing P dmg, Rope Atk or Energy",Champion of Streetwise Boxing (4pc),https://static.wikia.nocookie.net/houkai-star-rail/images/b/b9/Item_Champion_of_Streetwise_Boxing.png/revision/latest?cb=20230810042737,Inert Salsotto,https://static.wikia.nocookie.net/houkai-star-rail/images/f/f5/Item_Inert_Salsotto.png/revision/latest?cb=20230810043523,An Instant Before A Gaze,https://static.wikia.nocookie.net/houkai-star-rail/images/2/24/Light_Cone_An_Instant_Before_A_Gaze.png/revision/latest?cb=20231206040430,,,aaaa,Physical,https://static.wikia.nocookie.net/houkai-star-rail/images/6/69/Type_Physical.png/revision/latest?cb=20220610120901,Erudition,https://static.wikia.nocookie.net/houkai-star-rail/images/5/53/Path_Erudition.png/revision/latest?cb=20240417235548,5,,,,,,Huohuo,https://static.wikia.nocookie.net/houkai-star-rail/images/8/82/Character_Huohuo_Splash_Art.png/revision/latest/scale-to-width-down/1000?cb=20250604025217,
Aventurine,https://static.wikia.nocookie.net/houkai-star-rail/images/a/a9/Character_Aventurine_Splash_Art.png/revision/latest/scale-to-width-down/1000?cb=20240327104723,"Sustain-Tank, Shielder","Body Def or CD, Boots Speed or Def, Ring Def, Rope Def",Knight of Purity Palace (4pc),https://static.wikia.nocookie.net/houkai-star-rail/images/1/1f/Item_Knight_of_Purity_Palace.png/revision/latest?cb=20230810043606,Broken Keel,https://static.wikia.nocookie.net/houkai-star-rail/images/0/00/Item_Broken_Keel.png/revision/latest?cb=20230810042610,Inherently Unjust Destiny,https://static.wikia.nocookie.net/houkai-star-rail/images/f/f9/Light_Cone_Inherently_Unjust_Destiny.png/revision/latest?cb=20240417060129,,,"On average I'd say Aventurine is *slightly* better, but it's really close and depends on Acheron's Crit stats and what enemies you're fighting.",Imaginary,https://static.wikia.nocookie.net/houkai-star-rail/images/2/2f/Type_Imaginary.png/revision/latest?cb=20220610120517,Preservation,https://static.wikia.nocookie.net/houkai-star-rail/images/3/37/Path_Preservation.png/revision/latest?cb=20240417235425,5,,,,,,,,
Aventurine,https://static.wikia.nocookie.net/houkai-star-rail/images/a/a9/Character_Aventurine_Splash_Art.png/revision/latest/scale-to-width-down/1000?cb=20240327104723,"Sustain-Tank, Shielder","Body Def or CD, Boots Speed or Def, Ring Def, Rope Def",Knight of Purity Palace (4pc),https://static.wikia.nocookie.net/houkai-star-rail/images/1/1f/Item_Knight_of_Purity_Palace.png/revision/latest?cb=20230810043606,Broken Keel,https://static.wikia.nocookie.net/houkai-star-rail/images/0/00/Item_Broken_Keel.png/revision/latest?cb=20230810042610,Inherently Unjust Destiny,https://static.wikia.nocookie.net/houkai-star-rail/images/f/f9/Light_Cone_Inherently_Unjust_Destiny.png/revision/latest?cb=20240417060129,,,Oh... That's so much... But pretty much what I realised after a few DU runs.. But thanks.. I needed to confirm my thoughts. I love fu xuan but being cc'd to death with her is so much torture!,Imaginary,https://static.wikia.nocookie.net/houkai-star-rail/images/2/2f/Type_Imaginary.png/revision/latest?cb=20220610120517,Preservation,https://static.wikia.nocookie.net/houkai-star-rail/images/3/37/Path_Preservation.png/revision/latest?cb=20240417235425,5,,,,,,Hyacine,https://static.wikia.nocookie.net/houkai-star-rail/images/7/7d/Character_Hyacine_Splash_Art.png/revision/latest/scale-to-width-down/1000?cb=20250521031729,
